Data Sessão,PL,Autor,Ementa,Status,Votos,Presentes,Fonte,Link YouTube
2025-08-26,256/2025,Fidel Faria,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-xdk6i0-UGno-ytranscript.txt,N/A
2024-02-23,257/2025,João Miguel,Dispõe sobre o,Não identificado,N/A,"Amanda, André do Gás, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-JPVf0YsX_6A-ytranscript.txt,N/A
2024-02-23,259/2025,Luciano Santos,Dispõe sobre o,Encaminhado para Comissão,N/A,"Amanda, André do Gás, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-JPVf0YsX_6A-ytranscript.txt,N/A
2025-12-09,259/2025,Cacau Repórter,De autoria do vereador Maurício Lopes. Projeto de lei complementar número 027/2025 de autoria do vereador Paulino Nogueira.,Não identificado,N/A,Chamada não identificada,Sessão da Câmara de Teresópolis - 09 - 12 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=GJmqmTCnwXo
2025-10-09,261/2025,Sandrinho,Dispõe sobre o,Em Discussão,N/A,"Amanda, André do Gás, Bruninho Almeida, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",Sessão da Câmara de Teresópolis - 09 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=tMPrHarWa7c
2025-10-14,261/2025,Sandrinho,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Sandrinho, Totó, Totó Online",Sessão da Câmara de Teresópolis - 14 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=KFnG553dDHU
2025-10-16,261/2025,Rangel,Dispõe sobre a,Em Discussão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Sandrinho",Sessão da Câmara de Teresópolis - 16 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=rL5qLDemuZo
2024-02-23,262/2025,Rangel,Dispõe sobre o,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-JPVf0YsX_6A-ytranscript.txt,N/A
2025-10-09,262/2025,Rangel,Dispõe sobre o,Em Discussão,N/A,"Amanda, André do Gás, Bruninho Almeida, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",Sessão da Câmara de Teresópolis - 09 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=tMPrHarWa7c
2025-10-16,262/2025,Rangel,Dispõe sobre a,Em Discussão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Sandrinho",Sessão da Câmara de Teresópolis - 16 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=rL5qLDemuZo
2024-02-23,263/2025,Rangel,Dispõe sobre a,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-JPVf0YsX_6A-ytranscript.txt,N/A
2025-09-30,263/2025,Rangel,Dispõe sobre [,Não identificado,N/A,Chamada não identificada,video-BsSgj42_sG4-ytranscript.txt,https://www.youtube.com/watch?v=BsSgj42_sG4
2025-10-14,263/2025,Rangel,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Sandrinho, Totó, Totó Online",Sessão da Câmara de Teresópolis - 14 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=KFnG553dDHU
2025-12-09,264/2025,Cacau Repórter,De autoria do vereador Maurício Lopes. Projeto de lei complementar número 027/2025 de autoria do vereador Paulino Nogueira.,Não identificado,N/A,Chamada não identificada,Sessão da Câmara de Teresópolis - 09 - 12 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=GJmqmTCnwXo
2024-02-23,265/2025,Maurício Lopes,Dispõe sobre a,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-JPVf0YsX_6A-ytranscript.txt,N/A
2025-09-30,266/2025,Marcos Rangel,Dispõe sobre a,Não identificado,N/A,Chamada não identificada,video-BsSgj42_sG4-ytranscript.txt,https://www.youtube.com/watch?v=BsSgj42_sG4
2025-08-26,267/2025,Caio Perfister,Dispõe sobre c,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-xdk6i0-UGno-ytranscript.txt,N/A
2025-08-21,268/2025,João Miguel,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-hw1VWiNyI-0-ytranscript.txt,N/A
2025-08-26,268/2025,João Miguel,Dispõe sobre d,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-xdk6i0-UGno-ytranscript.txt,N/A
2025-09-20,268/2025,João,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-0XcCRwhO6Lw-ytranscript.txt,N/A
2025-09-30,268/2025,João Miguel,Dispõe sobre d,Não identificado,N/A,Chamada não identificada,video-BsSgj42_sG4-ytranscript.txt,https://www.youtube.com/watch?v=BsSgj42_sG4
2025-08-21,269/2025,Sandrinho,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-hw1VWiNyI-0-ytranscript.txt,N/A
2025-08-26,269/2025,Amanda,Dispõe sobre d,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-xdk6i0-UGno-ytranscript.txt,N/A
2025-09-20,269/2025,Sandrinho,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-0XcCRwhO6Lw-ytranscript.txt,N/A
2025-08-26,271/2025,Amanda,Institui e,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-xdk6i0-UGno-ytranscript.txt,N/A
2025-09-20,271/2025,Sandrinho,Dispõe sobre d,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-0XcCRwhO6Lw-ytranscript.txt,N/A
2025-08-21,272/2025,Vitinho,Dispõe sobre a,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-hw1VWiNyI-0-ytranscript.txt,N/A
2025-08-21,273/2025,Fidel Faria,Dispõe sobre a,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-hw1VWiNyI-0-ytranscript.txt,N/A
2025-10-09,273/2025,Sandrinho,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",Sessão da Câmara de Teresópolis - 09 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=tMPrHarWa7c
2025-10-14,273/2025,Sandrinho,Dispõe sobre a,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Sandrinho, Totó, Totó Online",Sessão da Câmara de Teresópolis - 14 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=KFnG553dDHU
2025-08-21,274/2025,Fidel Faria,Dispõe sobre a,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-hw1VWiNyI-0-ytranscript.txt,N/A
2025-10-14,274/2025,Amanda,De autoria do vereador Diego Barbosa. Fica autorizada a criação do programa de instalação de faixa elevada e faixa de pintura 3D para travessias de pedestres em frente a unidades escolares públicas e privadas e unidades de saúde públicas e privadas em Teresópolis e da outras providências.,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Sandrinho, Totó, Totó Online",Sessão da Câmara de Teresópolis - 14 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=KFnG553dDHU
2025-08-21,275/2025,Paulinho Nogueira,Dispõe sobre a,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-hw1VWiNyI-0-ytranscript.txt,N/A
2025-08-21,276/2025,Sandrinho,Dispõe sobre a,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-hw1VWiNyI-0-ytranscript.txt,N/A
2025-10-09,276/2025,Sandrinho,Institui a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",Sessão da Câmara de Teresópolis - 09 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=tMPrHarWa7c
2025-08-21,277/2025,Fidel Faria,Dispõe sobre a,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-hw1VWiNyI-0-ytranscript.txt,N/A
2025-09-23,278/2025,Calé,Dispõe sobre d,Encaminhado para Comissão,N/A,Chamada não identificada,video-LjyElyEboxw-ytranscript.txt,https://www.youtube.com/watch?v=LjyElyEboxw
2025-09-23,278/2025,Caio Perfister,Dispõe sobre d,Encaminhado para Comissão,N/A,Chamada não identificada,video-MIMAhGI3G7M-ytranscript.txt,https://www.youtube.com/watch?v=MIMAhGI3G7M
2025-10-14,278/2025,Caio Perfist,Dispõe sobre d,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Sandrinho, Totó, Totó Online",Sessão da Câmara de Teresópolis - 14 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=KFnG553dDHU
2025-09-23,279/2022,Calé,Dispõe sobre d,Aprovado (Votação Simbólica),N/A,Chamada não identificada,video-LjyElyEboxw-ytranscript.txt,https://www.youtube.com/watch?v=LjyElyEboxw
2025-09-23,279/2025,Calé,Dispõe sobre d,Aprovado (Votação Simbólica),N/A,Chamada não identificada,video-MIMAhGI3G7M-ytranscript.txt,https://www.youtube.com/watch?v=MIMAhGI3G7M
2025-03-13,28/2005,Autor não identificado,Ementa não identificada,Aprovado (Votação Simbólica),N/A,Chamada não identificada,video-A_AmBdu9O2E-ytranscript.txt,https://www.youtube.com/watch?v=A_AmBdu9O2E
2025-09-23,280/2025,Paulinho Nogueira,Dispõe sobre a,Aprovado (Votação Simbólica),N/A,Chamada não identificada,video-LjyElyEboxw-ytranscript.txt,https://www.youtube.com/watch?v=LjyElyEboxw
2025-10-16,280/2025,Paulinho Nogueira,Altera a,Em Discussão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Sandrinho",Sessão da Câmara de Teresópolis - 16 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=rL5qLDemuZo
2025-09-23,281/2025,Sandrinho,Dispõe sobre a,Aprovado (Votação Simbólica),N/A,Chamada não identificada,video-LjyElyEboxw-ytranscript.txt,https://www.youtube.com/watch?v=LjyElyEboxw
2025-09-23,281/2025,Sandrinho,Dispõe sobre a,Aprovado (Votação Simbólica),N/A,Chamada não identificada,video-MIMAhGI3G7M-ytranscript.txt,https://www.youtube.com/watch?v=MIMAhGI3G7M
2025-10-09,281/2025,Paulinho Nogueira,Dispõe sobre a,Encaminhado para Comissão,N/A,"Amanda, André do Gás, Bruninho Almeida, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",Sessão da Câmara de Teresópolis - 09 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=tMPrHarWa7c
2025-10-21,281/2025,Sandrinho,Institui o,Aprovado (Votação Simbólica),N/A,Chamada não identificada,Sessão da Câmara de Teresópolis - 21 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=jSqwu4WA8wg
2025-10-09,284/2025,Maurício Lopes,Altera a,Em Discussão,N/A,"Amanda, André do Gás, Bruninho Almeida, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",Sessão da Câmara de Teresópolis - 09 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=tMPrHarWa7c
2025-10-14,284/2025,Maurício Lopes,Altera a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Sandrinho, Totó, Totó Online",Sessão da Câmara de Teresópolis - 14 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=KFnG553dDHU
2025-10-14,285/2005,Caio Perfister,Ementa não identificada,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Sandrinho, Totó, Totó Online",Sessão da Câmara de Teresópolis - 14 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=KFnG553dDHU
2025-10-09,285/2025,Igor Faraco,Dispõe sobre o,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",Sessão da Câmara de Teresópolis - 09 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=tMPrHarWa7c
2025-10-14,285/2025,João Miguel,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Sandrinho, Totó, Totó Online",Sessão da Câmara de Teresópolis - 14 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=KFnG553dDHU
2025-10-16,285/2025,Maurício Lopes,Altera a,Em Discussão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Sandrinho",Sessão da Câmara de Teresópolis - 16 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=rL5qLDemuZo
2025-10-09,286/2025,Caio Perfister,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",Sessão da Câmara de Teresópolis - 09 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=tMPrHarWa7c
2025-11-09,288/2025,Fabinho Filé,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Paulinho Nogueira, Amurim, Totó, Totó Online",Sessão da Câmara de Teresópolis - 06 - 11 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=Ko_Fus7_G3o
2025-10-09,292/2025,Marcos Rangel,Dispõe sobre a,Encaminhado para Comissão,N/A,"Amanda, André do Gás, Bruninho Almeida, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",Sessão da Câmara de Teresópolis - 09 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=tMPrHarWa7c
2025-10-31,292/2025,Marcos Rangel,Dispõe sobre a,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Sandrinho, Totó, Totó Online",Sessão da Câmara de Teresópolis - 04 - 11 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=roFgy_8zcIc
2025-11-09,292/2025,Marcos Rangel,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Paulinho Nogueira, Amurim, Totó, Totó Online",Sessão da Câmara de Teresópolis - 06 - 11 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=Ko_Fus7_G3o
2025-10-09,293/2025,Sandrinho,Institui n,Encaminhado para Comissão,N/A,"Amanda, André do Gás, Bruninho Almeida, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",Sessão da Câmara de Teresópolis - 09 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=tMPrHarWa7c
2025-11-09,293/2025,Sandrinho,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Paulinho Nogueira, Amurim, Totó, Totó Online",Sessão da Câmara de Teresópolis - 06 - 11 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=Ko_Fus7_G3o
2025-10-09,294/2025,Vitinho,Institui o,Encaminhado para Comissão,N/A,"Amanda, André do Gás, Bruninho Almeida, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",Sessão da Câmara de Teresópolis - 09 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=tMPrHarWa7c
2025-10-21,300/2025,João Miguel,Dispõe sobre a,Aprovado (Votação Simbólica),N/A,Chamada não identificada,Sessão da Câmara de Teresópolis - 21 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=jSqwu4WA8wg
2025-11-09,300/2025,João Miguel,Institui o,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Paulinho Nogueira, Amurim, Totó, Totó Online",Sessão da Câmara de Teresópolis - 06 - 11 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=Ko_Fus7_G3o
2025-12-02,301/2025,Cacau Repórter,Institui n,Não identificado,N/A,Chamada não identificada,Sessão da Câmara de Teresópolis - 02 - 12 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=1_fKnlVY00Q
2025-11-09,303/2025,da vereadora professora Amanda,Institui o,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Paulinho Nogueira, Amurim, Totó, Totó Online",Sessão da Câmara de Teresópolis - 06 - 11 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=Ko_Fus7_G3o
2025-11-27,303/2025,Igor Faraco,Institui d,Não identificado,N/A,Chamada não identificada,Sessão da Câmara de Teresópolis - 27 - 11 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=F8canTMUMys
2025-12-02,303/2025,Autor não identificado,Dispõe sobre o,Não identificado,N/A,Chamada não identificada,Sessão da Câmara de Teresópolis - 02 - 12 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=1_fKnlVY00Q
