Data Sessão,PL,Autor,Ementa,Status,Votos,Presentes,Fonte,Link YouTube
2025-06-12,129/2025,Cacau Repórter,Dispõe sobre a,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-04-15,130/2025,Érica Marra,Dispõe sobre a,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-GWiUIy5IE0Q-ytranscript.txt,https://www.youtube.com/watch?v=GWiUIy5IE0Q
2025-04-15,131/2025,Érica Marra,Dispõe sobre o,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-GWiUIy5IE0Q-ytranscript.txt,https://www.youtube.com/watch?v=GWiUIy5IE0Q
2025-04-15,132/2025,Luciano Santos,Dispõe sobre o,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-GWiUIy5IE0Q-ytranscript.txt,https://www.youtube.com/watch?v=GWiUIy5IE0Q
2025-04-15,133/2025,Luciano Santos,Dispõe sobre o,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-GWiUIy5IE0Q-ytranscript.txt,https://www.youtube.com/watch?v=GWiUIy5IE0Q
2025-06-12,134/2025,Érica Marra,Dispõe sobre o,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-06-24,134/2025,Caio Perfister,Dispõe sobre o,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-TgmiFJBXdpU-ytranscript.txt,https://www.youtube.com/watch?v=TgmiFJBXdpU
2025-06-05,135/2025,Diego Barbosa,Dispõe sobre d,Não identificado,N/A,Chamada não identificada,video-UcelumXPU2U-ytranscript.txt,https://www.youtube.com/watch?v=UcelumXPU2U
2025-06-24,135/2025,Caio Perfister,Dispõe sobre p,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-TgmiFJBXdpU-ytranscript.txt,https://www.youtube.com/watch?v=TgmiFJBXdpU
2025-04-15,136/2025,Amanda,Dispõe sobre a,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-GWiUIy5IE0Q-ytranscript.txt,https://www.youtube.com/watch?v=GWiUIy5IE0Q
2025-10-14,136/2025,Amanda,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Sandrinho, Totó, Totó Online",Sessão da Câmara de Teresópolis - 14 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=KFnG553dDHU
2025-10-16,136/2025,Amanda,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Sandrinho",Sessão da Câmara de Teresópolis - 16 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=rL5qLDemuZo
2025-10-16,137/2025,Amanda,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Sandrinho",Sessão da Câmara de Teresópolis - 16 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=rL5qLDemuZo
2025-05-29,138/2025,Cacau Repórter,Dispõe sobre a,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-NERWij9Cmqg-ytranscript.txt,https://www.youtube.com/watch?v=NERWij9Cmqg
2025-06-12,138/2025,Cacau Repórter,Dispõe sobre a,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-04-15,139/2025,Cacau Repórter,Dispõe sobre a,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-GWiUIy5IE0Q-ytranscript.txt,https://www.youtube.com/watch?v=GWiUIy5IE0Q
2025-06-12,139/2025,Cacau Repórter,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-06-12,141/2025,Diego Barbosa,Dispõe sobre o,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-04-15,142/2025,Luciano Santos,Dispõe sobre o,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-GWiUIy5IE0Q-ytranscript.txt,https://www.youtube.com/watch?v=GWiUIy5IE0Q
2025-06-12,142/2025,Érica Marra,Dispõe sobre o,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-04-15,143/2025,Luciano Santos,Dispõe sobre a,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-GWiUIy5IE0Q-ytranscript.txt,https://www.youtube.com/watch?v=GWiUIy5IE0Q
2025-05-29,144/2025,Luciano Santos,Dispõe sobre a,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-NERWij9Cmqg-ytranscript.txt,https://www.youtube.com/watch?v=NERWij9Cmqg
2025-06-05,145/2025,Luciano Santos,Dispõe sobre o,Não identificado,N/A,Chamada não identificada,video-UcelumXPU2U-ytranscript.txt,https://www.youtube.com/watch?v=UcelumXPU2U
2025-04-15,146/2025,Luciano Santos,Autoriza o,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-GWiUIy5IE0Q-ytranscript.txt,https://www.youtube.com/watch?v=GWiUIy5IE0Q
2025-05-29,147/2025,Luciano Santos,Dispõe sobre o,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-NERWij9Cmqg-ytranscript.txt,https://www.youtube.com/watch?v=NERWij9Cmqg
2025-06-12,147/2025,Paulinho Nogueira,Dispõe sobre o,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-04-15,149/2025,Calé,Inclui a,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-GWiUIy5IE0Q-ytranscript.txt,https://www.youtube.com/watch?v=GWiUIy5IE0Q
2025-04-30,15/2025,Dudo Resgate,Dispõe sobre a,Não identificado,N/A,"Amanda, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-lRcIU8VZdIM-ytranscript.txt,https://www.youtube.com/watch?v=lRcIU8VZdIM
2025-06-12,151/2025,Cacau Repórter,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-06-05,152/2025,Diego Barbosa,Dispõe sobre d,Não identificado,N/A,Chamada não identificada,video-UcelumXPU2U-ytranscript.txt,https://www.youtube.com/watch?v=UcelumXPU2U
2025-06-12,152/2025,Diego Barbosa,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-06-05,153/2025,Diego Barbosa,Dispõe sobre d,Não identificado,N/A,Chamada não identificada,video-UcelumXPU2U-ytranscript.txt,https://www.youtube.com/watch?v=UcelumXPU2U
2025-06-12,154/2025,Dudu do Resgate,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-06-05,155/2025,Fidel Faria,Dispõe sobre d,Não identificado,N/A,Chamada não identificada,video-UcelumXPU2U-ytranscript.txt,https://www.youtube.com/watch?v=UcelumXPU2U
2025-06-12,156/2025,Amanda,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-06-05,157/2025,Márcia Valentim,Institui a,Não identificado,N/A,Chamada não identificada,video-UcelumXPU2U-ytranscript.txt,https://www.youtube.com/watch?v=UcelumXPU2U
2025-06-24,157/2025,Paulinho Nogueira,Institui a,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-TgmiFJBXdpU-ytranscript.txt,https://www.youtube.com/watch?v=TgmiFJBXdpU
2025-06-05,159/2025,Paulinho Nogueira,Dispõe sobre o,Não identificado,N/A,Chamada não identificada,video-UcelumXPU2U-ytranscript.txt,https://www.youtube.com/watch?v=UcelumXPU2U
2025-06-05,160/2025,Amanda,Dispõe sobre o,Não identificado,N/A,Chamada não identificada,video-UcelumXPU2U-ytranscript.txt,https://www.youtube.com/watch?v=UcelumXPU2U
2025-06-05,161/2025,Dudu do Resgate,Dispõe sobre d,Não identificado,N/A,Chamada não identificada,video-UcelumXPU2U-ytranscript.txt,https://www.youtube.com/watch?v=UcelumXPU2U
2025-06-05,162/2025,Amanda,Dispõe sobre o,Não identificado,N/A,Chamada não identificada,video-UcelumXPU2U-ytranscript.txt,https://www.youtube.com/watch?v=UcelumXPU2U
2025-06-12,162/2025,Sandrinho,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-06-05,163/2025,Fidel Faria,Dispõe sobre o,Não identificado,N/A,Chamada não identificada,video-UcelumXPU2U-ytranscript.txt,https://www.youtube.com/watch?v=UcelumXPU2U
2025-06-12,163/2025,Sandrinho,Dispõe sobre o,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-06-12,164/2025,Sandrinho,Dispõe sobre o,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-06-12,166/2025,Cacau Repórter,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-06-12,171/2025,Érica Marra,Dispõe sobre o,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-06-12,172/2025,Fidel Faria,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-06-12,173/2025,Fidel Faria,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-06-24,177/2025,Paulinho Nogueira,Dispõe sobre a,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-TgmiFJBXdpU-ytranscript.txt,https://www.youtube.com/watch?v=TgmiFJBXdpU
2025-06-24,184/2025,Érica Marra,Dispõe sobre i,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-TgmiFJBXdpU-ytranscript.txt,https://www.youtube.com/watch?v=TgmiFJBXdpU
2025-06-24,186/2025,Érica Marra,Dispõe sobre a,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-TgmiFJBXdpU-ytranscript.txt,https://www.youtube.com/watch?v=TgmiFJBXdpU
2025-06-24,187/2025,Érica Marra,Institui e,Em Discussão,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-TgmiFJBXdpU-ytranscript.txt,https://www.youtube.com/watch?v=TgmiFJBXdpU
2025-04-03,19/2025,Amanda,Dispõe sobre a,Encaminhado para Comissão,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-_7wAlHRBLSA-ytranscript.txt,https://www.youtube.com/watch?v=_7wAlHRBLSA
2025-06-24,190/2025,Luciano Santos,Dispõe sobre a,Em Discussão,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-TgmiFJBXdpU-ytranscript.txt,https://www.youtube.com/watch?v=TgmiFJBXdpU
2025-06-24,192/2025,Fidel Faria,Dispõe sobre a,Em Discussão,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-TgmiFJBXdpU-ytranscript.txt,https://www.youtube.com/watch?v=TgmiFJBXdpU
2025-06-24,194/2025,Fidel Faria,Inclui o,Aprovado (Votação Simbólica),N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-TgmiFJBXdpU-ytranscript.txt,https://www.youtube.com/watch?v=TgmiFJBXdpU
2025-09-04,20/2025,Vitinho Nogueira,Dispõe sobre d,Não identificado,N/A,Chamada não identificada,video-KlVAXPja2jI-ytranscript.txt,N/A
2025-10-14,202/2025,Amanda,Dispõe sobre o,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Sandrinho, Totó, Totó Online",Sessão da Câmara de Teresópolis - 14 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=KFnG553dDHU
2025-10-16,202/2025,Vitinho,Dispõe sobre t,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Sandrinho",Sessão da Câmara de Teresópolis - 16 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=rL5qLDemuZo
2025-08-18,203/2025,Calé,Dispõe sobre d,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Sandrinho, Totó, Totó Online",video-HCqLAjXnDAY-ytranscript.txt,N/A
2025-08-19,203/2025,Calé,Dispõe sobre d,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",video-EeqUDqM_VzE-ytranscript.txt,N/A
2025-10-16,204/2025,Vitinho,Dispõe sobre p,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Sandrinho",Sessão da Câmara de Teresópolis - 16 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=rL5qLDemuZo
2025-08-19,205/2025,Dudu do,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",video-EeqUDqM_VzE-ytranscript.txt,N/A
2025-08-18,207/2025,Fabinho Filé,Dispõe sobre d,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Sandrinho, Totó, Totó Online",video-HCqLAjXnDAY-ytranscript.txt,N/A
2025-08-19,207/2025,Fabinho Filé,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",video-EeqUDqM_VzE-ytranscript.txt,N/A
2025-03-08,21/2025,Bruninho Almeida,Dispõe sobre a,Em Discussão,N/A,"Amanda, André do Gás, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-KOFfnMQI7aA-ytranscript.txt,https://www.youtube.com/watch?v=KOFfnMQI7aA
